abbreviation	name	compartment
s_0831	s_0831	NA
s_1308	s_1308	NA
s_0659	s_0659	NA
s_1326	s_1326	NA
s_0789	s_0789	NA
s_0447	s_0447	NA
s_0401	s_0401	NA
s_1382	s_1382	NA
s_1381	s_1381	NA
s_1088	s_1088	NA
s_1328	s_1328	NA
s_0041	s_0041	NA
s_1083	s_1083	NA
s_1327	s_1327	NA
s_0639	s_0639	NA
s_0667	s_0667	NA
s_0644	s_0644	NA
s_0673	s_0673	NA
s_0676	s_0676	NA
s_1451	s_1451	NA
s_1454	s_1454	NA
s_0635	s_0635	NA
s_0641	s_0641	NA
s_0669	s_0669	NA
s_0674	s_0674	NA
s_1447	s_1447	NA
s_1452	s_1452	NA
s_1347	s_1347	NA
s_1353	s_1353	NA
s_1354	s_1354	NA
s_1351	s_1351	NA
s_0428	s_0428	NA
s_0311	s_0311	NA
s_1368	s_1368	NA
s_1363	s_1363	NA
s_1365	s_1365	NA
s_1370	s_1370	NA
s_0803	s_0803	NA
s_1371	s_1371	NA
s_1372	s_1372	NA
s_1375	s_1375	NA
s_0006	s_0006	NA
s_0852	s_0852	NA
s_1198	s_1198	NA
s_1307	s_1307	NA
s_1399	s_1399	NA
s_1402	s_1402	NA
s_0954	s_0954	NA
s_1403	s_1403	NA
s_0096	s_0096	NA
s_0117	s_0117	NA
s_1241	s_1241	NA
s_0957	s_0957	NA
s_0211	s_0211	NA
s_0958	s_0958	NA
s_1407	s_1407	NA
s_1408	s_1408	NA
s_0636	s_0636	NA
s_0640	s_0640	NA
s_1419	s_1419	NA
s_0625	s_0625	NA
s_1429	s_1429	NA
s_0960	s_0960	NA
s_0962	s_0962	NA
s_1432	s_1432	NA
s_1433	s_1433	NA
s_0806	s_0806	NA
s_0807	s_0807	NA
s_1445	s_1445	NA
s_0560	s_0560	NA
s_0558	s_0558	NA
s_1267	s_1267	NA
s_0002	s_0002	NA
s_0405	s_0405	NA
s_1220	s_1220	NA
s_1219	s_1219	NA
s_1229	s_1229	NA
s_1231	s_1231	NA
s_0642	s_0642	NA
s_0778	s_0778	NA
s_1355	s_1355	NA
s_0664	s_0664	NA
s_1213	s_1213	NA
s_0824	s_0824	NA
s_0918	s_0918	NA
s_0876	s_0876	NA
s_0880	s_0880	NA
s_0885	s_0885	NA
s_0893	s_0893	NA
s_0892	s_0892	NA
s_0902	s_0902	NA
s_0904	s_0904	NA
s_0909	s_0909	NA
s_0910	s_0910	NA
s_0914	s_0914	NA
s_0923	s_0923	NA
s_0068	s_0068	NA
s_0928	s_0928	NA
s_0932	s_0932	NA
s_0959	s_0959	NA
s_1011	s_1011	NA
s_0565	s_0565	NA
s_0594	s_0594	NA
s_0754	s_0754	NA
s_1110	s_1110	NA
s_2543	s_2543	NA
s_1212	s_1212	NA
s_1280	s_1280	NA
s_1314	s_1314	NA
s_1319	s_1319	NA
s_1367	s_1367	NA
s_1414	s_1414	NA
s_1418	s_1418	NA
s_1431	s_1431	NA
s_0043	s_0043	NA
s_0049	s_0049	NA
s_0243	s_0243	NA
s_0251	s_0251	NA
s_0294	s_0294	NA
s_0375	s_0375	NA
s_0381	s_0381	NA
s_0583	s_0583	NA
s_0203	s_0203	NA
s_0978	s_0978	NA
s_0226	s_0226	NA
s_0854	s_0854	NA
s_1006	s_1006	NA
s_1141	s_1141	NA
s_0282	s_0282	NA
s_1250	s_1250	NA
s_1261	s_1261	NA
s_1335	s_1335	NA
s_1342	s_1342	NA
s_1045	s_1045	NA
s_1383	s_1383	NA
s_1386	s_1386	NA
s_1389	s_1389	NA
s_0783	s_0783	NA
s_1392	s_1392	NA
s_1395	s_1395	NA
s_0044	s_0044	NA
s_0050	s_0050	NA
s_0047	s_0047	NA
s_0053	s_0053	NA
s_0235	s_0235	NA
s_0056	s_0056	NA
s_0244	s_0244	NA
s_0252	s_0252	NA
s_0248	s_0248	NA
s_0258	s_0258	NA
s_0255	s_0255	NA
s_0262	s_0262	NA
s_0295	s_0295	NA
s_0376	s_0376	NA
s_0382	s_0382	NA
s_0584	s_0584	NA
s_0204	s_0204	NA
s_0979	s_0979	NA
s_0780	s_0780	NA
s_0227	s_0227	NA
s_0855	s_0855	NA
s_1007	s_1007	NA
s_1149	s_1149	NA
s_1142	s_1142	NA
s_0283	s_0283	NA
s_1189	s_1189	NA
s_1251	s_1251	NA
s_1262	s_1262	NA
s_1336	s_1336	NA
s_1343	s_1343	NA
s_1357	s_1357	NA
s_1046	s_1046	NA
s_1384	s_1384	NA
s_1387	s_1387	NA
s_1390	s_1390	NA
s_0784	s_0784	NA
s_1393	s_1393	NA
s_1396	s_1396	NA
s_0614	s_0614	NA
s_0643	s_0643	NA
s_0363	s_0363	NA
s_0699	s_0699	NA
s_0579	s_0579	NA
s_0973	s_0973	NA
s_1175	s_1175	NA
s_1182	s_1182	NA
s_0792	s_0792	NA
s_0999	s_0999	NA
s_1137	s_1137	NA
s_0992	s_0992	NA
s_1033	s_1033	NA
s_1040	s_1040	NA
s_0062	s_0062	NA
s_0704	s_0704	NA
s_0362	s_0362	NA
s_0698	s_0698	NA
s_0578	s_0578	NA
s_0972	s_0972	NA
s_1174	s_1174	NA
s_1181	s_1181	NA
s_0791	s_0791	NA
s_0998	s_0998	NA
s_1136	s_1136	NA
s_0991	s_0991	NA
s_1032	s_1032	NA
s_1039	s_1039	NA
s_0058	s_0058	NA
s_0700	s_0700	NA
s_0358	s_0358	NA
s_0695	s_0695	NA
s_0574	s_0574	NA
s_0968	s_0968	NA
s_1170	s_1170	NA
s_1177	s_1177	NA
s_0788	s_0788	NA
s_0994	s_0994	NA
s_1132	s_1132	NA
s_0987	s_0987	NA
s_1028	s_1028	NA
s_1035	s_1035	NA
s_0060	s_0060	NA
s_0702	s_0702	NA
s_0360	s_0360	NA
s_0696	s_0696	NA
s_0576	s_0576	NA
s_0970	s_0970	NA
s_1172	s_1172	NA
s_1179	s_1179	NA
s_0996	s_0996	NA
s_1134	s_1134	NA
s_0989	s_0989	NA
s_1030	s_1030	NA
s_1037	s_1037	NA
s_0493	s_0493	NA
s_0675	s_0675	NA
s_1453	s_1453	NA
s_1000	s_1000	NA
s_0463	s_0463	NA
5.6e-05_s_0124	5.6e-05 s_0124	NA
9.6e-05_s_0627	9.6e-05 s_0627	NA
3.2e-05_s_0963	3.2e-05 s_0963	NA
1.5e-05_s_1448	1.5e-05 s_1448	NA
