abbreviation	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_1055	(1) s_1415 + (1) s_0636 -> (1) s_1411 + (1) s_0640	irreversible	NA	  0.00	1000.00	  0.00	(YLR189C)	
r_1056	(1) s_1430 + (1) s_1068 <-> (1) s_0605 + (1) s_1416	reversible	NA	-1000.00	1000.00	  0.00	(YDL103C)	
r_1057	(1) s_1415 <-> (1) s_1413	reversible	NA	-1000.00	1000.00	  0.00	(YBR019C)	
r_1058	(1) s_1415 + (1) s_0420 <-> (1) s_1413 + (1) s_0549	reversible	NA	-1000.00	1000.00	  0.00	(YBR018C)	
r_1059	(1) s_0446 + (1) s_1417 <-> (1) s_1411 + (1) s_0400	reversible	NA	-1000.00	1000.00	  0.00	(YKL024C)	
r_1060	(1) s_0450 + (1) s_1419 <-> (1) s_0404 + (1) s_1412	reversible	NA	-1000.00	1000.00	  0.00	(YKL024C)	
r_1061	(1) s_0331 + (1) s_1421 -> (1) s_1417 + (1) s_0605	irreversible	NA	  0.00	1000.00	  0.00	(YHR128W)	
r_1062	(1) s_0446 + (1) s_0458 + (1) s_1423 <-> (1) s_0400 + (1) s_1207 + (1) s_1425	reversible	NA	-1000.00	1000.00	  0.00	(YBR208C)	
r_1063	(1) s_1426 <-> (2) s_0430 + (1) s_0470 + (1) s_0749	reversible	NA	-1000.00	1000.00	  0.00	(YIR032C)	
r_1064	(1) s_0446 + (1) s_1427 -> (1) s_0400 + (1) s_1417	irreversible	NA	  0.00	1000.00	  0.00	(YNR012W)	
r_1065	(1) s_1427 + (1) s_0755 -> (1) s_1417 + (1) s_0706	irreversible	NA	  0.00	1000.00	  0.00	(YNR012W)	
r_1066	(1) s_0446 + (1) s_0624 <-> (1) s_0400 + (1) s_0622	reversible	NA	-1000.00	1000.00	  0.00	(YKL024C)	
r_1067	(1) s_0450 + (1) s_0625 <-> (1) s_0404 + (1) s_0623	reversible	NA	-1000.00	1000.00	  0.00	(YKL024C)	
r_1068	(1) s_1429 -> (4) s_0470 + (1) s_0520	irreversible	NA	  0.00	1000.00	  0.00	(YDR047W)	
r_1069	(2) s_1293 + (1) s_1429 -> (2) s_1290 + (1) s_1256	irreversible	NA	  0.00	1000.00	  0.00	(YKR069W)	
r_1070	(1) s_1259 -> (1) s_1429	irreversible	NA	  0.00	1000.00	  0.00	(YOR278W)	
r_1071	(1) s_1430 -> (2) s_1207 + (1) s_1417	irreversible	NA	  0.00	1000.00	  0.00	(YER005W)	
r_1072	(1) s_1430 + (1) s_0549 <-> (1) s_1415 + (1) s_0605	reversible	NA	-1000.00	1000.00	  0.00	(YKL035W)	
r_1073	(1) s_0185 + (1) s_0960 <-> (1) s_0899 + (1) s_0238	reversible	NA	-1000.00	1000.00	  0.00	(YJR148W)	
r_1074	(1) s_0187 + (1) s_0962 -> (1) s_0901 + (1) s_0239	irreversible	NA	  0.00	1000.00	  0.00	(YHR208W)	
r_1075	(1) s_0446 + (1) s_0960 -> (1) s_0434 + (1) s_0605 + (1) s_1432	irreversible	NA	  0.00	1000.00	  0.00	(YGR094W)	
r_1076	(1) s_0449 + (1) s_0962 -> (1) s_0435 + (1) s_0608 + (1) s_1433	irreversible	NA	  0.00	1000.00	  0.00	(YGR094W)	
r_1077	(1) s_0806 <->  	reversible	NA	-1000.00	1000.00	  0.00		
r_1078	(1) s_0807 <->  	reversible	NA	-1000.00	1000.00	  0.00		
r_1079	(1) s_0331 + (1) s_0364 -> (1) s_0306 + (1) s_0605	irreversible	NA	  0.00	1000.00	  0.00	(YJR133W)	
r_1080	(1) s_1082 + (1) s_1445 -> (1) s_1087 + (1) s_0560	irreversible	NA	  0.00	1000.00	  0.00	(YLR070C)	
r_1081	(1) s_1096 + (1) s_0558 -> (1) s_1091 + (1) s_1445	irreversible	NA	  0.00	1000.00	  0.00	(YHR104W)	
r_1082	(1) s_0446 + (1) s_0560 -> (1) s_0400 + (1) s_0561	irreversible	NA	  0.00	1000.00	  0.00	(YGR194C)	
r_1083	(1) s_0427 + (1) s_1421 <-> (1) s_1267	reversible	NA	-1000.00	1000.00	  0.00	((YFL001W) or (YGL063W) or (YNL292W) or (YPL212C))	
r_1084	(1) s_0001 <-> (1) s_0002	reversible	NA	-1000.00	1000.00	  0.00		
r_1085	(1) s_0038 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1086	(1) s_0108 <-> (1) s_0110	reversible	NA	-1000.00	1000.00	  0.00		
r_1087	(1) s_0112 <-> (1) s_0116	reversible	NA	-1000.00	1000.00	  0.00		
r_1088	(1) s_0091 <-> (1) s_0095	reversible	NA	-1000.00	1000.00	  0.00		
r_1089	(1) s_0094 <-> (1) s_0091	reversible	NA	-1000.00	1000.00	  0.00		
r_1090	(1) s_1024 <-> (1) s_1025	reversible	NA	-1000.00	1000.00	  0.00		
r_1091	(1) s_0128 <-> (1) s_0129	reversible	NA	-1000.00	1000.00	  0.00		
r_1092	(1) s_0356 <-> (1) s_0357	reversible	NA	-1000.00	1000.00	  0.00		
r_1093	(1) s_0153 <-> (1) s_0154	reversible	NA	-1000.00	1000.00	  0.00		
r_1095	(1) s_0167 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1096	(1) s_0167 <-> (1) s_0169	reversible	NA	-1000.00	1000.00	  0.00		
r_1097	(1) s_0171 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1098	(1) s_0171 <-> (1) s_0173	reversible	NA	-1000.00	1000.00	  0.00		
r_1099	(1) s_0174 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1100	(1) s_0174 <-> (1) s_0176	reversible	NA	-1000.00	1000.00	  0.00		
r_1101	(1) s_0177 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1102	(1) s_0844 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1103	(1) s_0844 <-> (1) s_0846	reversible	NA	-1000.00	1000.00	  0.00		
r_1104	(1) s_0181 + (1) s_0187 <-> (1) s_0185 + (1) s_0182	reversible	NA	-1000.00	1000.00	  0.00	((YOR222W) or (YPL134C))	
r_1105	(1) s_0182 -> (1) s_0181	irreversible	NA	  0.00	1000.00	  0.00		
r_1106	(1) s_0183 <-> (1) s_0184	reversible	NA	-1000.00	1000.00	  0.00		
r_1107	(1) s_0185 <-> (1) s_0188	reversible	NA	-1000.00	1000.00	  0.00		
r_1110	(1) s_0192 <-> (1) s_0190	reversible	NA	-1000.00	1000.00	  0.00		
r_1111	(1) s_0209 <-> (1) s_0210	reversible	NA	-1000.00	1000.00	  0.00		
r_1112	(1) s_0209 <-> (1) s_0211	reversible	NA	-1000.00	1000.00	  0.00		
r_1113	(1) s_0010 <-> (1) s_0011	reversible	NA	-1000.00	1000.00	  0.00		
r_1114	(1) s_0219 <-> (1) s_0220	reversible	NA	-1000.00	1000.00	  0.00		
r_1115	(1) s_0238 <-> (1) s_0239	reversible	NA	-1000.00	1000.00	  0.00		
r_1116	(1) s_0059 <-> (1) s_0063	reversible	NA	-1000.00	1000.00	  0.00		
r_1118	(1) s_0240 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1119	(1) s_0240 <-> (1) s_0242	reversible	NA	-1000.00	1000.00	  0.00		
r_1120	(1) s_0222 <-> (1) s_0223	reversible	NA	-1000.00	1000.00	  0.00		
r_1121	(1) s_0277 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1122	(1) s_0277 <-> (1) s_0279	reversible	NA	-1000.00	1000.00	  0.00		
r_1123	(1) s_0280 <-> (1) s_0281	reversible	NA	-1000.00	1000.00	  0.00		
r_1124	(1) s_0701 <-> (1) s_0705	reversible	NA	-1000.00	1000.00	  0.00		
r_1126	(1) s_0288 <-> (1) s_0289	reversible	NA	-1000.00	1000.00	  0.00		
r_1127	(1) s_0288 <-> (1) s_0290	reversible	NA	-1000.00	1000.00	  0.00		
r_1128	(1) s_0292 <-> (1) s_0293	reversible	NA	-1000.00	1000.00	  0.00		
r_1129	(1) s_0321 <-> (1) s_0323	reversible	NA	-1000.00	1000.00	  0.00		
r_1131	(1) s_0342 <-> (1) s_0343	reversible	NA	-1000.00	1000.00	  0.00		
r_1134	(1) s_0368 <-> (1) s_0366	reversible	NA	-1000.00	1000.00	  0.00		
r_1136	(1) s_0369 <-> (1) s_0373	reversible	NA	-1000.00	1000.00	  0.00		
r_1138	(1) s_0369 <-> (1) s_0372	reversible	NA	-1000.00	1000.00	  0.00		
r_1140	(1) s_0655 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1141	(1) s_0380 <-> (1) s_0384	reversible	NA	-1000.00	1000.00	  0.00		
r_1142	(1) s_1121 -> (1) s_1119	irreversible	NA	  0.00	1000.00	  0.00		
r_1144	(1) s_0390 <-> (1) s_0392	reversible	NA	-1000.00	1000.00	  0.00		
r_1145	(1) s_0397 <-> (1) s_0399	reversible	NA	-1000.00	1000.00	  0.00		
r_1147	(1) s_0400 <-> (1) s_0404	reversible	NA	-1000.00	1000.00	  0.00		
r_1148	(1) s_0400 <-> (1) s_0401	reversible	NA	-1000.00	1000.00	  0.00		
r_1149	(1) s_0400 + (1) s_0449 -> (1) s_0446 + (1) s_0403	irreversible	NA	  0.00	1000.00	  0.00	((YBL030C) or (YBR085W) or (YMR056C))	
r_1150	(1) s_0446 + (1) s_0405 -> (1) s_0400 + (1) s_0451	irreversible	NA	  0.00	1000.00	  0.00	(YPR128C)	
r_1151	(1) s_0407 <-> (1) s_0408	reversible	NA	-1000.00	1000.00	  0.00		
r_1152	(1) s_0185 <-> (1) s_0189	reversible	NA	-1000.00	1000.00	  0.00		
r_1155	(1) s_0185 -> (1) s_0069	irreversible	NA	  0.00	  0.00	  0.00		
r_1156	(1) s_0430 <-> (1) s_0433	reversible	NA	-1000.00	1000.00	  0.00		
r_1158	(1) s_0434 <-> (1) s_0437	reversible	NA	-1000.00	1000.00	  0.00		
r_1159	(1) s_0436 <-> (1) s_0434	reversible	NA	-1000.00	1000.00	  0.00		
r_1160	(1) s_0446 + (1) s_0437 -> (1) s_0434 + (1) s_0451	irreversible	NA	  0.00	1000.00	  0.00	(YPR128C)	
r_1161	(1) s_0873 <-> (1) s_0875	reversible	NA	-1000.00	1000.00	  0.00		
r_1162	(1) s_0877 <-> (1) s_0879	reversible	NA	-1000.00	1000.00	  0.00		
r_1163	(1) s_0881 <-> (1) s_0883	reversible	NA	-1000.00	1000.00	  0.00	(YPR021C)	
r_1164	(1) s_0881 + (1) s_0903 <-> (1) s_0899 + (1) s_0884	reversible	NA	-1000.00	1000.00	  0.00		
r_1165	(1) s_0899 + (1) s_0883 -> (1) s_0901 + (1) s_0881	irreversible	NA	  0.00	1000.00	  0.00	(YPR021C)	
r_1166	(1) s_0446 <-> (1) s_0450	reversible	NA	-1000.00	1000.00	  0.00		
r_1167	(1) s_0446 <-> (1) s_0447	reversible	NA	-1000.00	1000.00	  0.00		
r_1168	(1) s_0446 <-> (1) s_0451	reversible	NA	-1000.00	1000.00	  0.00		
r_1169	(1) s_0458 <-> (1) s_0461	reversible	NA	-1000.00	1000.00	  0.00		
r_1171	(1) s_1119 + (1) s_0026 -> (1) s_0024 + (1) s_1120	irreversible	NA	  0.00	1000.00	  0.00	(YOR100C)	
r_1172	(1) s_0024 -> (1) s_0027	irreversible	NA	  0.00	1000.00	  0.00		
r_1173	(1) s_0024 + (1) s_1121 -> (1) s_1119 + (1) s_0027	irreversible	NA	  0.00	1000.00	  0.00		
r_1174	(1) s_0481 <-> (1) s_0482	reversible	NA	-1000.00	1000.00	  0.00		
r_1175	(1) s_1060 <-> (1) s_1061	reversible	NA	-1000.00	1000.00	  0.00		
r_1176	(1) s_1064 <-> (1) s_1065	reversible	NA	-1000.00	1000.00	  0.00		
r_1177	(1) s_1058 <-> (1) s_1059	reversible	NA	-1000.00	1000.00	  0.00		
r_1178	(1) s_1062 <-> (1) s_1063	reversible	NA	-1000.00	1000.00	  0.00		
r_1179	(1) s_0496 <-> (1) s_0497	reversible	NA	-1000.00	1000.00	  0.00		
r_1182	(1) s_0507 + (1) s_0071 <-> (1) s_0509 + (1) s_0069	reversible	NA	-1000.00	1000.00	  0.00	(YBR291C)	
r_1183	(1) s_1244 + (1) s_0507 <-> (1) s_1243 + (1) s_0509	reversible	NA	-1000.00	1000.00	  0.00	(YBR291C)	
r_1184	(1) s_0848 + (1) s_0507 <-> (1) s_0847 + (1) s_0509	reversible	NA	-1000.00	1000.00	  0.00	(YBR291C)	
r_1185	(1) s_0507 + (1) s_0849 <-> (1) s_0847 + (1) s_0510	reversible	NA	-1000.00	1000.00	  0.00		
r_1186	(1) s_0510 + (1) s_0069 <-> (1) s_0507 + (1) s_0072	reversible	NA	-1000.00	1000.00	  0.00		
r_1187	(1) s_0511 <-> (1) s_0513	reversible	NA	-1000.00	1000.00	  0.00	(YBR192W)	
r_1188	(1) s_0470 <-> (1) s_0471	reversible	NA	-1000.00	1000.00	  0.00		
r_1189	(1) s_0470 <-> (1) s_0473	reversible	NA	-1000.00	1000.00	  0.00		
r_1190	(1) s_0470 <-> (1) s_0477	reversible	NA	-1000.00	1000.00	  0.00		
r_1191	(1) s_0475 <-> (1) s_0470	reversible	NA	-1000.00	1000.00	  0.00		
r_1192	(1) s_0470 <-> (1) s_0476	reversible	NA	-1000.00	1000.00	  0.00		
r_1193	(1) s_0470 <-> (1) s_0474	reversible	NA	-1000.00	1000.00	  0.00		
r_1195	(1) s_0514 -> (1) s_0517	irreversible	NA	  0.00	1000.00	  0.00	(YHR002W)	
r_1196	(1) s_0514 <-> (1) s_0515	reversible	NA	-1000.00	1000.00	  0.00		
r_1197	(1) s_0514 <-> (1) s_0518	reversible	NA	-1000.00	1000.00	  0.00		
r_1198	(1) s_0521 <-> (1) s_0523	reversible	NA	-1000.00	1000.00	  0.00	(YBR192W)	
r_1199	(1) s_0513 + (1) s_0521 -> (1) s_0511 + (1) s_0523	irreversible	NA	  0.00	1000.00	  0.00	(YBR192W)	
r_1203	(1) s_0533 <-> (1) s_0534	reversible	NA	-1000.00	1000.00	  0.00		
r_1208	(1) s_0028 <-> (1) s_0030	reversible	NA	-1000.00	1000.00	  0.00		
r_1209	(1) s_0028 + (1) s_1279 <-> (1) s_1277 + (1) s_0030	reversible	NA	-1000.00	1000.00	  0.00		
r_1213	(1) s_0562 <-> (1) s_0563	reversible	NA	-1000.00	1000.00	  0.00		
r_1214	(1) s_0567 <-> (1) s_0568	reversible	NA	-1000.00	1000.00	  0.00		
r_1215	(1) s_0571 <-> (1) s_0573	reversible	NA	-1000.00	1000.00	  0.00		
r_1221	(1) s_0591 <-> (1) s_0592	reversible	NA	-1000.00	1000.00	  0.00		
r_1222	(1) s_0350 <-> (1) s_0351	reversible	NA	-1000.00	1000.00	  0.00		
r_1223	(1) s_0596 <-> (1) s_0600	reversible	NA	-1000.00	1000.00	  0.00		
r_1224	(1) s_0601 <-> (1) s_0602	reversible	NA	-1000.00	1000.00	  0.00		
r_1225	(1) s_0354 <-> (1) s_0355	reversible	NA	-1000.00	1000.00	  0.00		
r_1226	(1) s_0738 -> (1) s_0735	irreversible	NA	  0.00	1000.00	  0.00		
r_1227	(1) s_0605 <-> (1) s_0610	reversible	NA	-1000.00	1000.00	  0.00		
r_1228	(1) s_1234 <-> (1) s_1233	reversible	NA	-1000.00	1000.00	  0.00	((YDR093W) or (YER166W))	
r_1229	(1) s_1220 <-> (1) s_1219	reversible	NA	-1000.00	1000.00	  0.00	((YDR093W) or (YER166W))	
r_1230	(1) s_1229 <-> (1) s_1228	reversible	NA	-1000.00	1000.00	  0.00	((YDR093W) or (YER166W))	
r_1231	(1) s_1231 <-> (1) s_1229	reversible	NA	-1000.00	1000.00	  0.00	(YMR162C)	
r_1232	(1) s_1234 <-> (1) s_1236	reversible	NA	-1000.00	1000.00	  0.00	(YMR162C)	
r_1233	(1) s_1222 <-> (1) s_1220	reversible	NA	-1000.00	1000.00	  0.00	(YMR162C)	
r_1234	(1) s_0616 <-> (1) s_0617	reversible	NA	-1000.00	1000.00	  0.00		
r_1236	(1) s_0622 <-> (1) s_0623	reversible	NA	-1000.00	1000.00	  0.00		
r_1237	(1) s_0624 <-> (1) s_0625	reversible	NA	-1000.00	1000.00	  0.00		
r_1239	(1) s_0632 <-> (1) s_0633	reversible	NA	-1000.00	1000.00	  0.00		
r_1240	(1) s_0642 <-> (1) s_0644	reversible	NA	-1000.00	1000.00	  0.00		
r_1241	(1) s_0642 <-> (1) s_0641	reversible	NA	-1000.00	1000.00	  0.00		
r_1242	(1) s_0637 <-> (1) s_0636	reversible	NA	-1000.00	1000.00	  0.00		
r_1244	(1) s_0635 <-> (1) s_0636	reversible	NA	-1000.00	1000.00	  0.00	((YIL013C) or (YOR011W))	
r_1245	(1) s_0636 <-> (1) s_0639	reversible	NA	-1000.00	1000.00	  0.00		
r_1246	(1) s_0636 <-> (1) s_0635	reversible	NA	-1000.00	1000.00	  0.00		
r_1248	(1) s_0650 <-> (1) s_0652	reversible	NA	-1000.00	1000.00	  0.00		
r_1250	(1) s_0657 + (1) s_0685 -> (1) s_0658 + (1) s_0683	irreversible	NA	  0.00	1000.00	  0.00	(YIL134W)	
r_1251	(1) s_0659 <-> (1) s_0660	reversible	NA	-1000.00	1000.00	  0.00	(YIL134W)	
r_1252	(1) s_0195 <-> (1) s_0196	reversible	NA	-1000.00	1000.00	  0.00		
r_1253	(1) s_0778 <-> (1) s_0781	reversible	NA	-1000.00	1000.00	  0.00		
r_1254	(1) s_1355 <-> (1) s_1358	reversible	NA	-1000.00	1000.00	  0.00		
r_1255	(1) s_0575 -> (1) s_0580	irreversible	NA	  0.00	1000.00	  0.00		
r_1256	(1) s_0969 -> (1) s_0974	irreversible	NA	  0.00	1000.00	  0.00		
r_1257	(1) s_1029 -> (1) s_1034	irreversible	NA	  0.00	1000.00	  0.00		
r_1258	(1) s_1036 -> (1) s_1041	irreversible	NA	  0.00	1000.00	  0.00		
r_1259	(1) s_1171 -> (1) s_1176	irreversible	NA	  0.00	1000.00	  0.00		
r_1260	(1) s_1178 -> (1) s_1183	irreversible	NA	  0.00	1000.00	  0.00		
r_1261	(1) s_0988 -> (1) s_0993	irreversible	NA	  0.00	1000.00	  0.00	(YBR041W)	
r_1262	(1) s_0491 -> (1) s_0492	irreversible	NA	  0.00	1000.00	  0.00	(YBR041W)	
r_1263	(1) s_1133 -> (1) s_1138	irreversible	NA	  0.00	1000.00	  0.00		
r_1265	(1) s_0664 <-> (1) s_0667	reversible	NA	-1000.00	1000.00	  0.00		
r_1266	(1) s_0664 <-> (1) s_0663	reversible	NA	-1000.00	1000.00	  0.00		
r_1267	(1) s_0451 + (1) s_1044 -> (1) s_1047 + (1) s_0405 + (1) s_1213	irreversible	NA	  0.00	1000.00	  0.00	((YKL188C) and (YPL147W))	
r_1268	(1) s_0451 + (1) s_1360 -> (1) s_1361 + (1) s_0405 + (1) s_1213	irreversible	NA	  0.00	1000.00	  0.00	((YKL188C) and (YPL147W))	
r_1269	(1) s_0451 + (1) s_1187 -> (1) s_1190 + (1) s_0405 + (1) s_1213	irreversible	NA	  0.00	1000.00	  0.00	((YKL188C) and (YPL147W))	
r_1270	(1) s_0451 + (1) s_0782 -> (1) s_0785 + (1) s_0405 + (1) s_1213	irreversible	NA	  0.00	1000.00	  0.00	((YKL188C) and (YPL147W))	
r_1271	(1) s_0451 + (1) s_1147 -> (1) s_1150 + (1) s_0405 + (1) s_1213	irreversible	NA	  0.00	1000.00	  0.00	((YKL188C) and (YPL147W))	
r_1272	(1) s_0451 + (1) s_1129 -> (1) s_1130 + (1) s_0405 + (1) s_1213	irreversible	NA	  0.00	1000.00	  0.00	((YKL188C) and (YPL147W))	
r_1273	(1) s_0451 + (1) s_1334 -> (1) s_1337 + (1) s_0405 + (1) s_1213	irreversible	NA	  0.00	1000.00	  0.00	((YKL188C) and (YPL147W))	
r_1274	(1) s_0976 -> (1) s_0975	irreversible	NA	  0.00	1000.00	  0.00		
r_1275	(1) s_1043 -> (1) s_1042	irreversible	NA	  0.00	1000.00	  0.00		
r_1276	(1) s_0074 -> (1) s_0073	irreversible	NA	  0.00	1000.00	  0.00		
r_1277	(1) s_1186 -> (1) s_1185	irreversible	NA	  0.00	1000.00	  0.00		
r_1278	(1) s_0504 -> (1) s_0503	irreversible	NA	  0.00	1000.00	  0.00		
r_1279	(1) s_1333 -> (1) s_1332	irreversible	NA	  0.00	1000.00	  0.00		
r_1280	(1) s_0506 -> (1) s_0505	irreversible	NA	  0.00	1000.00	  0.00		
r_1281	(1) s_1128 -> (1) s_1127	irreversible	NA	  0.00	1000.00	  0.00		
r_1283	(1) s_0669 <-> (1) s_0670	reversible	NA	-1000.00	1000.00	  0.00	((YIL013C) or (YOR011W))	
r_1284	(1) s_0670 <-> (1) s_0671	reversible	NA	-1000.00	1000.00	  0.00		
r_1285	(1) s_0691 -> (1) s_0689	irreversible	NA	  0.00	1000.00	  0.00		
r_1288	(1) s_0707 <-> (1) s_0706	reversible	NA	-1000.00	1000.00	  0.00		
r_1289	(1) s_0706 <-> (1) s_0709	reversible	NA	-1000.00	1000.00	  0.00		
r_1290	(1) s_0710 <-> (1) s_0711	reversible	NA	-1000.00	1000.00	  0.00		
r_1291	(1) s_0710 + (1) s_0753 -> (1) s_0752 + (1) s_0711	irreversible	NA	  0.00	1000.00	  0.00	(YGL225W)	
r_1292	(1) s_0410 <-> (1) s_0411	reversible	NA	-1000.00	1000.00	  0.00		
r_1294	(1) s_0545 <-> (1) s_0548	reversible	NA	-1000.00	1000.00	  0.00		
r_1296	(1) s_0717 <-> (1) s_0720	reversible	NA	-1000.00	1000.00	  0.00	((YDR135C) or (YLL015W))	
r_1299	(1) s_0732 ->  	irreversible	NA	  0.00	1000.00	  0.00	(YLL043W)	
r_1301	(1) s_1315 -> (1) s_1318	irreversible	NA	  0.00	1000.00	  0.00		
r_1302	(1) s_0740 <-> (1) s_0742	reversible	NA	-1000.00	1000.00	  0.00		
r_1304	(1) s_0745 <-> (1) s_0747	reversible	NA	-1000.00	1000.00	  0.00		
r_1306	(1) s_0743 -> (1) s_0744	irreversible	NA	  0.00	1000.00	  0.00		
r_1307	(1) s_0749 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1308	(1) s_0749 <-> (1) s_0751	reversible	NA	-1000.00	1000.00	  0.00		
r_1309	(1) s_0755 + (1) s_0708 -> (1) s_0706 + (1) s_0756	irreversible	NA	  0.00	1000.00	  0.00	(YDL198C)	
r_1310	(1) s_0757 <-> (1) s_0759	reversible	NA	-1000.00	1000.00	  0.00		
r_1312	(1) s_0760 <-> (1) s_0762	reversible	NA	-1000.00	1000.00	  0.00		
r_1322	(1) s_0778 <-> (1) s_0779	reversible	NA	-1000.00	1000.00	  0.00		
r_1325	(1) s_0913 <-> (1) s_0911	reversible	NA	-1000.00	1000.00	  0.00		
r_1326	(1) s_0801 <-> (1) s_0803	reversible	NA	-1000.00	1000.00	  0.00		
r_1327	(1) s_0225 <-> (1) s_0228	reversible	NA	-1000.00	1000.00	  0.00		
r_1329	(1) s_0817 <-> (1) s_0819	reversible	NA	-1000.00	1000.00	  0.00		
r_1330	(1) s_0817 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1331	(1) s_0820 <-> (1) s_0821	reversible	NA	-1000.00	1000.00	  0.00		
r_1333	(1) s_1026 <-> (1) s_1027	reversible	NA	-1000.00	1000.00	  0.00		
r_1334	(1) s_0824 <-> (1) s_0825	reversible	NA	-1000.00	1000.00	  0.00		
r_1337	(1) s_0831 -> (1) s_0833	irreversible	NA	  0.00	1000.00	  0.00		
r_1338	(1) s_0834 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1339	(1) s_0836 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1340	(1) s_0836 <-> (1) s_0838	reversible	NA	-1000.00	1000.00	  0.00		
r_1341	(1) s_0842 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1342	(1) s_0839 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1343	(1) s_0839 <-> (1) s_0841	reversible	NA	-1000.00	1000.00	  0.00		
r_1344	(1) s_0850 <-> (1) s_0852	reversible	NA	-1000.00	1000.00	  0.00		
r_1345	(1) s_0917 <-> (1) s_0918	reversible	NA	-1000.00	1000.00	  0.00		
r_1346	(1) s_0865 -> (1) s_0863	irreversible	NA	  0.00	1000.00	  0.00		
r_1351	(1) s_0873 -> (1) s_0876	irreversible	NA	  0.00	1000.00	  0.00	(YBR293W)	
r_1353	(1) s_0877 -> (1) s_0880	irreversible	NA	  0.00	1000.00	  0.00	(YJR001W)	
r_1354	(1) s_0880 -> (1) s_0877	irreversible	NA	  0.00	1000.00	  0.00	((YKL146W) or (YNL101W))	
r_1355	(1) s_0885 -> (1) s_0881	irreversible	NA	  0.00	1000.00	  0.00	(YER119C)	
r_1358	(1) s_0026 -> (1) s_0024	irreversible	NA	  0.00	1000.00	  0.00		
r_1360	(1) s_0893 -> (1) s_0892	irreversible	NA	  0.00	1000.00	  0.00	(YCR075C)	
r_1361	(1) s_0647 <-> (1) s_0648	reversible	NA	-1000.00	1000.00	  0.00		
r_1362	(1) s_0647 <-> (1) s_0649	reversible	NA	-1000.00	1000.00	  0.00		
r_1363	(1) s_0899 -> (1) s_0901	irreversible	NA	  0.00	1000.00	  0.00	(YPR021C)	
r_1364	(1) s_0899 <-> (1) s_0902	reversible	NA	-1000.00	1000.00	  0.00		
r_1365	(1) s_0899 + (1) s_0807 -> (1) s_0901 + (1) s_0806	irreversible	NA	  0.00	1000.00	  0.00		
r_1366	(1) s_0904 -> (1) s_0899	irreversible	NA	  0.00	1000.00	  0.00	(YER119C)	
r_1368	(1) s_0907 <-> (1) s_0909	reversible	NA	-1000.00	1000.00	  0.00		
r_1369	(1) s_0907 -> (1) s_0910	irreversible	NA	  0.00	1000.00	  0.00	(YJR001W)	
r_1370	(1) s_0910 -> (1) s_0907	irreversible	NA	  0.00	1000.00	  0.00	((YKL146W) or (YNL101W))	
r_1372	(1) s_0911 -> (1) s_0914	irreversible	NA	  0.00	1000.00	  0.00	((YBR293W) or (YCL069W) or (YMR088C))	
r_1374	(1) s_0922 -> (1) s_0920	irreversible	NA	  0.00	1000.00	  0.00		
r_1375	(1) s_0923 <-> (1) s_0920	reversible	NA	-1000.00	1000.00	  0.00	(YCL038C)	
r_1376	(1) s_0920 -> (1) s_0923	irreversible	NA	  0.00	1000.00	  0.00	(YJR001W)	
r_1377	(1) s_0923 -> (1) s_0920	irreversible	NA	  0.00	1000.00	  0.00	((YKL146W) or (YNL101W))	
r_1379	(1) s_0066 <-> (1) s_0068	reversible	NA	-1000.00	1000.00	  0.00	(YKL217W)	
r_1381	(1) s_0928 <-> (1) s_0925	reversible	NA	-1000.00	1000.00	  0.00	(YCL038C)	
r_1382	(1) s_0925 -> (1) s_0928	irreversible	NA	  0.00	1000.00	  0.00	(YJR001W)	
r_1383	(1) s_0928 -> (1) s_0925	irreversible	NA	  0.00	1000.00	  0.00	((YKL146W) or (YNL101W))	
r_1385	(1) s_0929 -> (1) s_0932	irreversible	NA	  0.00	1000.00	  0.00	((YBR293W) or (YCL069W) or (YMR088C))	
r_1391	(1) s_0939 <-> (1) s_0941	reversible	NA	-1000.00	1000.00	  0.00		
r_1392	(1) s_0943 <-> (1) s_0944	reversible	NA	-1000.00	1000.00	  0.00		
r_1398	(1) s_0959 <-> (1) s_0955	reversible	NA	-1000.00	1000.00	  0.00	(YCL038C)	
r_1399	(1) s_0955 -> (1) s_0959	irreversible	NA	  0.00	1000.00	  0.00	((YBR293W) or (YJR001W))	
r_1400	(1) s_0959 -> (1) s_0955	irreversible	NA	  0.00	1000.00	  0.00	((YKL146W) or (YNL101W))	
